Case,Task,lc13_Ch1,lc13_Ch2,lc13_Ch3,lc13_Ch4
249,10,0.204427617366325,0.0768048659260375,0.214720955925196,0.504046560782442
249,11,0.185461770517545,0.110313979421627,0.211979814128087,0.492244435932742
249,12,0.181534097910934,0.105818646022195,0.456117781304205,0.256529474762666
249,13,0.305835043236848,0.102295054593891,0.407830601316959,0.184039300852301
249,14,0.119996699885805,0.163781151736244,0.151109209662588,0.565112938715363
249,15,0.0653782294067512,0.135337442404805,0.448318238572577,0.350966089615867
249,16,0.0779768924932889,0.0789450016991548,0.586823071932441,0.256255033875116
249,17,0.108279794892401,0.499322989695826,0.213048258314601,0.179348957097172
249,18,0.380934611566478,0.161573087354947,0.337904209239898,0.119588091838676
249,19,0.435290327807684,0.14320067271917,0.0974138478536694,0.324095151619477
250,1,0.0925368454048745,0.145834851306613,0.2971799754963,0.464448327792213
250,2,0.215436672738272,0.40257691402955,0.0876074334907605,0.294378979741418
250,3,0.162438075904654,0.164043590216891,0.102561800216029,0.570956533662426
250,4,0.0971286858359439,0.0997067889463893,0.391485967685745,0.411678557531922
250,5,0.235262023905989,0.117886916097657,0.123582088405702,0.523268971590652
250,6,0.10096264145926,0.082185851692357,0.538299441028815,0.278552065819568
250,7,0.151483085564111,0.181471002901481,0.350528449305013,0.316517462229396
250,8,0.0907685246506345,0.208459164759504,0.39225021383619,0.308522096753672
250,9,0.0550804903836981,0.366444082380008,0.351384921505337,0.227090505730958
250,10,0.457233043459706,0.241513110486297,0.0912991788673773,0.20995466718662
250,11,0.0592925301696109,0.503796337656183,0.22347154444994,0.213439587724266
250,12,0.220123674299795,0.203798149895384,0.124478128301133,0.451600047503689
250,13,0.256979736594801,0.11750523867921,0.0774082127097757,0.548106812016213
250,14,0.115568278664696,0.402671275887014,0.107891056285547,0.373869389162744
250,15,0.169286626128045,0.520158114514405,0.163695892136498,0.146859367221052
250,16,0.488680497842997,0.257674543100033,0.0589635716239423,0.194681387433027
250,17,0.488125978846297,0.0613990156231786,0.209160497451652,0.241314508078872
250,18,0.0947653500410181,0.620007499850064,0.0636106442479462,0.221616505860972
250,19,0.245267818765407,0.137287824807247,0.366869847698066,0.25057450872928
256,1,0.182066438860046,0.505127742775613,0.0695951574552433,0.243210660909097
256,2,0.210069076626901,0.0720399024857198,0.324628422891211,0.393262597996169
256,3,0.150468816400719,0.206877444774895,0.343862370820907,0.298791368003479
256,4,0.255094894197351,0.368276101187998,0.086781618812773,0.289847385801878
256,5,0.268881183345119,0.325795219119944,0.166272331980077,0.239051265554861
256,6,0.121224143647719,0.404094569834449,0.100019213621347,0.374662072896486
256,7,0.0702603781127172,0.302226380594381,0.323746133566334,0.303767107726568
256,8,0.121662454912394,0.165947026118561,0.243456740536955,0.468933778432091
256,9,0.358951802810206,0.15644251493565,0.338685868414243,0.145919813839901
256,10,0.102520802495474,0.192202254938182,0.364492608180105,0.340784334386239
256,11,0.508796657059853,0.115894841738838,0.0859528902072733,0.289355610994035
256,12,0.18435429333647,0.0715059181802086,0.216110141117758,0.528029647365563
256,13,0.537903910259574,0.0604339647139725,0.128244289477445,0.273417835549008
256,14,0.0589567953369791,0.253279285827734,0.533979908167915,0.153784010667372
256,15,0.0753853845814872,0.115887508940045,0.346252396183045,0.462474710295423
256,16,0.250309542557486,0.0978802339759091,0.504041744964111,0.147768478502494
256,17,0.0846032561620771,0.284764755796772,0.118188696068344,0.512443291972806
256,18,0.214000491227788,0.0723288271083017,0.312805998088255,0.400864683575655
256,19,0.350479419654946,0.186123437587681,0.105387827345607,0.358009315411767
257,1,0.549323381838888,0.0551490875390203,0.0827982175808467,0.312729313041245
257,2,0.350371186118982,0.341151159308709,0.0613395974358032,0.247138057136505
257,3,0.222154816994942,0.170755148170065,0.0785294595335379,0.528560575301456
257,4,0.0656592246044709,0.393803841442942,0.368131350855401,0.172405583097186
257,5,0.56839882169448,0.152196392951344,0.0761925796405161,0.20321220571366
257,6,0.340166566106623,0.0824059802659857,0.146324856597341,0.43110259703005
257,7,0.162094827633769,0.141574077333972,0.363265191674255,0.333065903358004
257,8,0.0608513226926635,0.353760801828778,0.255718456943533,0.329669418535026
257,9,0.112028668622772,0.423857472108797,0.300699417422135,0.163414441846296
257,10,0.152806122595912,0.37161670640981,0.172183521714482,0.303393649279796
257,11,0.498588636349005,0.0927968583621337,0.0926799606325595,0.315934544656302
257,12,0.397870377709978,0.266652503839588,0.14673896388204,0.188738154568393
257,13,0.065148872979028,0.199460112143373,0.153991737378238,0.581399277499361
257,14,0.164311172625358,0.588206675031003,0.0366000816088143,0.210882070734824
257,15,0.440307734816204,0.0664903031619352,0.170860133235621,0.32234182878624
257,16,0.210569823027742,0.14092441106152,0.113504810148458,0.53500095576228
257,17,0.0848174175904894,0.560992656187871,0.0825132863848988,0.271676639836741
257,18,0.0777689893305076,0.183447570097586,0.549897587560748,0.188885853011158
257,19,0.0700629000043436,0.191105194827956,0.290694680013428,0.448137225154273
261,1,0.473470643327597,0.0488961213690697,0.217504343748717,0.260128891554617
261,2,0.169475834398896,0.191177535248779,0.0974094484429504,0.541937181909375
261,3,0.549342198745353,0.0415104730438813,0.150963844198281,0.258183484012484
261,4,0.0928804693610479,0.132223567834088,0.324455063059664,0.450440899745201
261,5,0.190774163167819,0.302015310924849,0.183233430373102,0.323977095534231
261,6,0.188377620003287,0.344351436652956,0.0544809201765215,0.412790023167235
261,7,0.522460302290024,0.18234478036592,0.084157528054428,0.211037389289628
261,8,0.256930766095769,0.0987004437160089,0.0906205462632542,0.553748243924968
261,9,0.2579770640622,0.115196118788072,0.15073913482574,0.476087682323989
261,10,0.0575573661267379,0.729425210223609,0.0535838290187512,0.159433594630902
261,11,0.123004281900687,0.0690937758347923,0.305360117780493,0.502541824484028
261,12,0.0676877551035278,0.238303779959496,0.305773409919531,0.388235055017445
261,13,0.249438908149466,0.346329060789879,0.114182126611316,0.290049904449339
261,14,0.288382245335131,0.436214656395235,0.0805842587265285,0.194818839543105
261,15,0.0631171728531668,0.329681036284626,0.362524568820543,0.244677222041664
261,16,0.463802696954464,0.218115881658529,0.108134075197331,0.209947346189676
261,17,0.0625877510790515,0.121276377813009,0.537200850707936,0.278935020400004
261,18,0.145430407593736,0.0985465726785734,0.285021984730083,0.471001034997607
261,19,0.505980269398846,0.15154685653938,0.0912137127808715,0.251259161280902
267,1,0.0994336661321069,0.552440359556,0.0503416514222985,0.297784322889594
267,2,0.145593380616627,0.250537758719415,0.193636366097982,0.410232494565976
267,3,0.379452689035711,0.0774329577393205,0.241227871186185,0.301886482038783
267,4,0.512028411621849,0.111303071245838,0.0591418220413055,0.317526695091007
267,5,0.136136227018048,0.378848819629667,0.165628324235624,0.319386629116661
267,6,0.141438863074514,0.0820304767370197,0.371282213410075,0.405248446778392
267,7,0.198289592108632,0.194110970456337,0.12669577413432,0.480903663300711
267,8,0.175894073616951,0.188130052696417,0.336261855829009,0.299714017857623
267,9,0.275131116358394,0.214421301032025,0.107567399545712,0.402880183063868
267,10,0.432023834659601,0.105642128925362,0.0961927508389058,0.366141285576131
267,11,0.268346608920563,0.279502273746302,0.0825770422426782,0.369574075090457
267,12,0.486203526191393,0.0774097860893201,0.128552442417823,0.307834245301464
267,13,0.340215761944877,0.102784644220121,0.199077705493068,0.357921888341933
267,14,0.0614366025566868,0.572154387551102,0.167609163396854,0.198799846495357
267,15,0.143830311232947,0.366266820435078,0.101348543190638,0.388554325141338
267,16,0.0889294046894266,0.322123514975833,0.425534244965554,0.163412835369187
267,17,0.129265650553043,0.156454551403751,0.186594702829522,0.527685095213684
267,18,0.0580078327689617,0.518060786221915,0.207024373915982,0.216907007093142
267,19,0.225841865328679,0.0630933043817973,0.214159185157203,0.496905645132321
268,1,0.367007132079833,0.098743016462635,0.211422199561938,0.322827651895595
268,2,0.112574121773532,0.0873119586870298,0.407296008909493,0.392817910629945
268,3,0.15717842666913,0.133313429996279,0.161323158202137,0.548184985132454
268,4,0.178452517283196,0.0895660765405465,0.568115017226072,0.163866388950186
268,5,0.154846076042954,0.0856961487823583,0.267660826081295,0.491796949093393
268,6,0.105495041559385,0.275470382273079,0.412997978207285,0.206036597960251
268,7,0.0945864918034049,0.528085591521669,0.132712913788983,0.244615002885944
268,8,0.115707746808042,0.204970953747548,0.118059238024137,0.561262061420274
268,9,0.133942838555297,0.0541543631301967,0.562215014924739,0.249687783389768
268,10,0.183385379571986,0.444128325324654,0.0968801582063217,0.275606136897038
268,11,0.228911356541389,0.414748568598016,0.0829093420225133,0.273430732838082
268,12,0.0971038824941014,0.215712291714999,0.445601879839197,0.241581945951704
268,13,0.101909786712397,0.33091133141519,0.187306671301887,0.379872210570526
268,14,0.123570545701947,0.364725571563828,0.0989472346995197,0.412756648034706
268,15,0.110745522286345,0.15129699047378,0.224097823765354,0.513859663474521
268,16,0.112463444122743,0.249669311237884,0.43254744378411,0.205319800855263
268,17,0.430641313849382,0.271222369183693,0.0701848704841783,0.227951446482747
268,18,0.0646550554929693,0.3774486748989,0.223447957860726,0.334448311747404
268,19,0.543579532884044,0.128592671523135,0.182467689764962,0.145360105827859
273,1,0.44981423771126,0.0805294002691003,0.102240353687567,0.367416008332073
273,2,0.162980021232626,0.440150328589712,0.0724961855743524,0.324373464603309
273,3,0.225682543059796,0.102043631147276,0.164295279408745,0.507978546384183
273,4,0.107831157449876,0.0685174000236635,0.617929647764978,0.205721794761483
273,5,0.396818850172262,0.312296779934693,0.165252923672206,0.125631446220839
273,6,0.0758436948180464,0.280444825045243,0.444050209560042,0.199661270576668
273,7,0.287285092854168,0.200391997389532,0.332609763843512,0.179713145912789
273,8,0.0883227332771927,0.27497212444494,0.249030241054108,0.387674901223759
273,9,0.355458777535546,0.0532106597509666,0.278623301302817,0.312707261410671
273,10,0.161856335477506,0.404055373013658,0.13830179080119,0.295786500707647
273,11,0.103583472583249,0.491969530753359,0.137623486647979,0.266823510015414
273,12,0.275932428443417,0.0691593507962084,0.266541520701708,0.388366700058667
273,13,0.144866034673552,0.454471003982849,0.15875998762727,0.241902973716329
273,14,0.136429090489762,0.1569170002019,0.132174987098904,0.574478922209433
273,15,0.0609348341463254,0.481848711086568,0.30700060808408,0.150215846683027
273,16,0.238022134276906,0.420306983767085,0.119982864293334,0.221688017662675
273,17,0.60696220610828,0.0799976813157798,0.105493684584529,0.207546427991411
273,18,0.12077081329183,0.14101674645504,0.278879967253531,0.459332472999599
273,19,0.15003286529451,0.166349884504454,0.521276595609228,0.162340654591808
278,1,0.281028254981498,0.0711803273098881,0.296346379878455,0.35144503783016
278,2,0.0861138339357575,0.313856462262464,0.166188922965978,0.4338407808358
278,3,0.234581727293582,0.227340717697768,0.093172558647955,0.444904996360695
278,4,0.0875099506270346,0.15790292158219,0.188039187578548,0.566547940212228
278,5,0.576074955816636,0.0751215756959446,0.0944512831247269,0.254352185362692
278,6,0.53968154478174,0.0861281550859053,0.171248568566407,0.202941731565948
278,7,0.371974299071992,0.0805468217604208,0.0872994942342755,0.460179384933312
278,8,0.061977610776736,0.195499991710485,0.350062738327216,0.392459659185563
278,9,0.528103590055127,0.0913089420663261,0.114561560326197,0.26602590755235
278,10,0.0976100445338291,0.364634935367786,0.286143345425391,0.251611674672995
278,11,0.256631769413343,0.18672805612518,0.0980793606912871,0.45856081377019
278,12,0.321440480906113,0.295610211848695,0.108768083596748,0.274181223648444
278,13,0.0585314190909127,0.294143621167104,0.415124435416227,0.232200524325756
278,14,0.433466230794299,0.0808517732957622,0.134659485930198,0.351022509979741
278,15,0.159146007084809,0.167985176503736,0.450480076195592,0.222388740215863
278,16,0.133306184203917,0.455573201136868,0.1426497129262,0.268470901733014
278,17,0.228054071217987,0.148459599032055,0.099962070882728,0.52352425886723
278,18,0.355197491646767,0.227105350971421,0.247553193379462,0.170143964002351
278,19,0.373266599479143,0.168000740018813,0.0820319202982807,0.376700740203763
280,1,0.131267684451525,0.283076746202323,0.111322109210867,0.474333460135285
280,2,0.0930908681303807,0.0666167404468912,0.54979514298477,0.290497248437958
280,3,0.231918772612727,0.073404500330373,0.45305620975176,0.241620517305141
280,4,0.276318126758049,0.0671586759688742,0.388016765603583,0.268506431669494
280,5,0.0911472768048309,0.282776734503007,0.404586783332676,0.221489205359486
280,6,0.172494633521707,0.214919263750852,0.14810459179483,0.464481510932611
280,7,0.125514228595278,0.266598130054563,0.148269557502903,0.459618083847255
280,8,0.0518948913071693,0.410404916861225,0.302561792919119,0.235138398912487
280,9,0.211244225375375,0.0791109425258656,0.30049833255905,0.409146499539709
280,10,0.462776265003592,0.112940690181743,0.085547206274204,0.338735838540462
280,11,0.104217965389084,0.276251213430907,0.280609829093964,0.338920992086044
280,12,0.0751748916838389,0.216806607335937,0.500669026258604,0.20734947472162
280,13,0.0966588608084974,0.152605187245775,0.409186102218379,0.341549849727349
280,14,0.110145511999935,0.141986999320721,0.215283314508345,0.532584174170999
280,15,0.0786858262830237,0.582848496561816,0.109116541596421,0.229349135558739
280,16,0.151630550393631,0.199244544859469,0.119418293238682,0.529706611508218
280,17,0.109801264817332,0.115820001029818,0.324304345424275,0.450074388728575
280,18,0.426591136170957,0.227985605919378,0.144125155991403,0.201298101918261
280,19,0.264590432557817,0.0785911691664542,0.263364017936279,0.393454380339449
287,1,0.190715629560462,0.374010481170937,0.0760491459178915,0.35922474335071
287,2,0.514078360275973,0.274545881669788,0.0889457414420485,0.122430016612191
287,3,0.0827620581669435,0.614813497712863,0.0797751542919932,0.2226492898282
287,4,0.517762431010464,0.102777692225713,0.199676517025255,0.179783359738568
287,5,0.195810333947761,0.0940532885782158,0.14586968292786,0.564266694546163
287,6,0.446630748235629,0.312644200918651,0.0805913372551364,0.160133713590584
287,7,0.0738020529012985,0.473831942447753,0.0875132403780513,0.364852764272898
287,8,0.255045672131587,0.0904639487816567,0.258643494596524,0.395846884490233
287,9,0.0807501595959574,0.308151060996924,0.117044833051924,0.494053946355194
287,10,0.207303045882401,0.23206005592129,0.111565666447406,0.449071231748904
287,11,0.48525393441166,0.0694906859910478,0.223673274149446,0.221582105447847
287,12,0.368226106232298,0.329285383514188,0.0577332029292434,0.244755307324271
287,13,0.475765801260774,0.208742053954321,0.0958491576312004,0.219642987153704
287,14,0.0837927099923172,0.140796948737909,0.503992943848314,0.27141739742146
287,15,0.103888520592173,0.334408718131135,0.122089361708254,0.439613399568437
287,16,0.103989336876643,0.146294114944623,0.206437865776351,0.543278682402384
287,17,0.0947689535808566,0.102870331794143,0.324128682501498,0.478232032123503
287,18,0.149196455486389,0.466529741102552,0.259555481294291,0.124718322116768
287,19,0.134519696394862,0.1671397804939,0.186381729707134,0.511958793404105
290,1,0.426117545870882,0.241698895144006,0.218686222181784,0.113497336803328
290,2,0.104761017766802,0.328106443545767,0.424379163166683,0.142753375520749
290,3,0.0902325851506136,0.202369465404656,0.297938623013481,0.409459326431249
290,4,0.40265955113683,0.216796316333036,0.0670777300012626,0.313466402528872
290,5,0.0875111764291774,0.0898343595444887,0.589414806036001,0.233239657990332
290,6,0.287924436406062,0.0791802996593047,0.185281581719129,0.447613682215505
290,7,0.156359506352631,0.16180006640732,0.166824204612491,0.515016222627559
290,8,0.229896987158769,0.0625513873229535,0.294885569317019,0.412666056201259
290,9,0.293777243353227,0.24928471577455,0.333729329814918,0.123208711057306
290,10,0.170561099865643,0.0862355805056482,0.285356869716207,0.457846449912502
290,11,0.433980075702711,0.175759430119152,0.0978692107325958,0.292391283445541
290,12,0.0729703697891993,0.433944905123512,0.122527804254888,0.370556920832401
290,13,0.124214723317527,0.0917636921323185,0.156293978752654,0.627727605797501
290,14,0.33470461669155,0.18878671834304,0.0850597540711165,0.391448910894293
290,15,0.0455801829699443,0.567043949301043,0.215519338149235,0.171856529579777
290,16,0.247200250640422,0.0732765451128416,0.330234156420373,0.349289047826363
290,17,0.568264735915908,0.132871570100773,0.0707158370848016,0.228147856898518
290,18,0.122766865073396,0.115371839508693,0.218331186066824,0.543530109351087
290,19,0.15520443568707,0.119504506640738,0.174349023700133,0.550942033972059
292,1,0.290268805290757,0.0738147641516041,0.095997301349007,0.539919129208631
292,2,0.124035633732805,0.359640182745098,0.320855398451693,0.195468785070404
292,3,0.187691292178886,0.162893911792839,0.217706686797332,0.431708109230943
292,4,0.0694276111049158,0.667697209937473,0.0931492951837963,0.169725883773815
292,5,0.261136831559168,0.0989450684885098,0.455632963283638,0.184285136668684
292,6,0.490141638147917,0.111466868015542,0.154798752445924,0.243592741390616
292,7,0.434881636038116,0.0600115395282056,0.263201078281592,0.241905746152086
292,8,0.124925848853274,0.530964816971027,0.1021594343294,0.241949899846299
292,9,0.0937162800518642,0.624037232137915,0.0693989172961834,0.212847570514037
292,10,0.465520301534105,0.154191713264545,0.131556926275509,0.248731058925842
292,11,0.0711887150112525,0.217736671436953,0.526913287472303,0.184161326079492
292,12,0.0817219286390874,0.14645352642678,0.203205929852416,0.568618615081717
292,13,0.109354582366434,0.655207288147487,0.0435138925606851,0.191924236925394
292,14,0.0724680432804515,0.0762652527394823,0.434803598537084,0.416463105442982
292,15,0.0650887903462606,0.590486709083413,0.159688239565636,0.18473626100469
292,16,0.385623099884975,0.246480004304522,0.17525487049357,0.192642025316933
292,17,0.18023839540264,0.151203225037993,0.116072452487136,0.552485927072231
292,18,0.236010662172335,0.192666366199009,0.147997200702467,0.423325770926189
292,19,0.258945030599465,0.221128548073741,0.0866305125578939,0.4332959087689
294,1,0.138848327681779,0.0877208692841041,0.437539776522414,0.335891026511704
294,2,0.0978007465939628,0.210811725221968,0.132136219739634,0.559251308444436
294,3,0.549644953112591,0.0725555555821142,0.0870552858353822,0.290744205469913
294,4,0.425665128440829,0.146653070314007,0.110689093881482,0.316992707363682
294,5,0.439304371875712,0.0660798666716303,0.296065733247916,0.198550028204742
294,6,0.175768262803013,0.132552916653882,0.345219284026066,0.346459536517039
294,7,0.493089258477299,0.117935116537931,0.129765325252212,0.259210299732558
294,8,0.0964973553718095,0.396608008940575,0.206355299169881,0.300539336517734
294,9,0.338025163502843,0.107323978846485,0.0848633420763558,0.469787515574316
294,10,0.158548694936528,0.108347489101076,0.195289648565651,0.537814167396746
294,11,0.251648403382107,0.26358032268045,0.353720938792899,0.131050335144543
294,12,0.163962547372982,0.134168241601208,0.119284399214752,0.582584811811057
294,13,0.0954893376869542,0.265454377316891,0.127302220007857,0.511754064988298
294,14,0.296637929603532,0.172310976461031,0.173653043256846,0.357398050678591
294,15,0.500765238708943,0.104203563257288,0.154047619576819,0.24098357845695
294,16,0.192892771991007,0.256640307272223,0.108074852985132,0.442392067751638
294,17,0.125058270711605,0.245913392001656,0.0941950300415571,0.534833307245182
294,18,0.225650328233034,0.23774165036256,0.252656406991514,0.283951614412893
294,19,0.136823220893635,0.194077415583672,0.186724092164648,0.482375271358046
302,1,0.0715258343252714,0.534373752917018,0.152294774316812,0.241805638440899
302,2,0.0894181068248461,0.0821610690191666,0.538123263114759,0.290297561041229
302,3,0.119713055618747,0.382031509502528,0.229462660301132,0.268792774577594
302,4,0.0845026178832608,0.118183697093177,0.344066559696961,0.453247125326602
302,5,0.240736997330209,0.107944925939564,0.393433627862325,0.257884448867902
302,6,0.102671181860019,0.421273604460803,0.302441765929274,0.173613447749905
302,7,0.121695154591667,0.409815225433267,0.163852459539732,0.304637160435334
302,8,0.385912326626679,0.0635509659336108,0.395526233046029,0.155010474393682
302,9,0.476360810865476,0.235824710792462,0.143238452264546,0.144576026077516
302,10,0.148436866412327,0.0679639539418685,0.314959585769565,0.46863959387624
302,11,0.0314416239177128,0.487236204985642,0.376225611520099,0.105096559576546
302,12,0.182999143123892,0.155106710560068,0.111663022950994,0.550231123365046
302,13,0.213962171228598,0.187380841335691,0.118710882516353,0.479946104919357
302,14,0.170188590070648,0.235079275462665,0.0895879459382852,0.505144188528402
302,15,0.241766599195343,0.376090841854253,0.156214287997506,0.225928270952898
302,16,0.604016189792239,0.106231788526864,0.106669350401645,0.183082671279252
302,17,0.322941737691482,0.086892035535313,0.456918542534912,0.133247684238293
302,18,0.0937647703560309,0.104185102999187,0.305702477645511,0.496347648999271
302,19,0.412207749430537,0.0809355148147181,0.32356030696112,0.183296428793625
311,1,0.048797391340773,0.715861856589208,0.0658726610579953,0.169468091012024
311,2,0.130628427729115,0.271076776810382,0.123279692821865,0.475015102638639
311,3,0.192711697142544,0.188273374970306,0.110472092186923,0.508542835700228
311,4,0.216689846487074,0.170630654467657,0.104753660544978,0.507925838500291
311,5,0.287632404669416,0.0664372588075224,0.388863555961732,0.25706678056133
311,6,0.130248359797802,0.225688198794346,0.118500419902948,0.525563021504904
311,7,0.260496400120539,0.127009743625317,0.0931703836923132,0.519323472561831
311,8,0.58780030386078,0.0949602004725241,0.0533302353158088,0.263909260350888
311,9,0.406130409196637,0.11589192169408,0.102890657553027,0.375087011556256
311,10,0.323955397681787,0.24933634066636,0.111937514516264,0.314770747135589
311,11,0.378947753907829,0.249395828233094,0.112526874347881,0.259129543511196
311,12,0.0885457043875197,0.383618152016097,0.228973484653102,0.298862658943281
311,13,0.514045462116063,0.0483157073569786,0.0761644540021177,0.36147437652484
311,14,0.201440502365665,0.116647748138857,0.158472948537008,0.52343880095847
311,15,0.0685881306560719,0.0461146087412734,0.744070929675946,0.141226330926709
311,16,0.22730438262945,0.11743990121986,0.0906812921261168,0.564574424024573
311,17,0.0477708423555467,0.388062960188457,0.351370709776528,0.212795487679469
311,18,0.0984186561298601,0.4038539062398,0.204468878349271,0.293258559281069
311,19,0.353004434578678,0.150935919296994,0.166984263215846,0.329075382908481
313,1,0.0770938343150821,0.384132929480338,0.270097824191806,0.268675412012773
313,2,0.331677924254811,0.335986243490097,0.0938668679062497,0.238468964348842
313,3,0.099271004689565,0.0971287197949565,0.327911716141192,0.475688559374286
313,4,0.24472914925602,0.197047669669723,0.233256076667297,0.32496710440696
313,5,0.145322923274668,0.259715063411403,0.146033227475314,0.448928785838614
313,6,0.159853499536807,0.340351104114065,0.162270495136702,0.337524901212426
313,7,0.113097213753741,0.320136178269277,0.193413850578426,0.373352757398555
313,8,0.0857264980437825,0.259875731365041,0.347873392362572,0.306524378228605
313,9,0.136109133694974,0.369564933263877,0.107532884684724,0.386793048356426
313,10,0.274887715853093,0.210530245766267,0.0933419559181281,0.421240082462511
313,11,0.268834128516405,0.0643765386592105,0.344153568394028,0.322635764430357
313,12,0.159254062307221,0.131658708864096,0.391128718796102,0.317958510032581
313,13,0.565677047141677,0.0811247203151909,0.111509477659786,0.241688754883345
313,14,0.101134358734145,0.444662283631511,0.315168644352627,0.139034713281717
313,15,0.191759579125169,0.221579908093801,0.0925154325579543,0.494145080223076
313,16,0.314207795546466,0.118844972086672,0.195336342560756,0.371610889806106
313,17,0.102633532037022,0.114416358976236,0.502285089904134,0.280665019082608
313,18,0.533203976554833,0.168470070621923,0.0797753373839454,0.218550615439299
313,19,0.157925677819001,0.120209830810269,0.189297869003743,0.532566622366986
315,1,0.188906836046848,0.493510187873837,0.0564209905656725,0.261161985513643
315,2,0.0853996128579118,0.165724650803936,0.57132430523638,0.177551431101773
315,3,0.243555400010872,0.0849819198149564,0.305411223911946,0.366051456262226
315,4,0.194671047299736,0.495655533765699,0.0881507713531514,0.221522647581415
315,5,0.113987579045596,0.143413654112761,0.496479496189169,0.246119270652474
315,6,0.137846638694466,0.148999015660352,0.144164070012992,0.56899027563219
315,7,0.129484784678324,0.20092331093376,0.0779145009857034,0.591677403402213
315,8,0.601301072890582,0.136139066641533,0.080443569949083,0.182116290518802
315,9,0.17425341021774,0.0995310594818215,0.551650527541058,0.174565002759381
315,10,0.442268777431702,0.246021900350074,0.134248756829468,0.177460565388756
315,11,0.31105986561842,0.242270956586821,0.186670812083415,0.259998365711344
315,12,0.114120240735009,0.229500617709204,0.47541425205865,0.180964889497137
315,13,0.127208127936176,0.164013431523537,0.190787054171988,0.5179913863683
315,14,0.416352853880729,0.219794606616097,0.237437041809482,0.126415497693692
315,15,0.123610969931403,0.122201574492846,0.523488618065452,0.230698837510299
315,16,0.0813827171567708,0.488568875053428,0.083450644081993,0.346597763707808
315,17,0.105832381676773,0.0560879934437287,0.646014463864068,0.19206516101543
315,18,0.103942946528764,0.183373475661563,0.311542345799548,0.401141232010125
315,19,0.210124207461406,0.261704474416943,0.0949568572734193,0.433214460848232
317,1,0.278938653383132,0.251756208877306,0.0944685882103523,0.37483654952921
317,2,0.538298079831194,0.0567224824939985,0.196418643116367,0.20856079455844
317,3,0.55303934864332,0.154085206207704,0.0892932292427044,0.203582215906271
317,4,0.0791411426920953,0.2897444037497,0.13138381352178,0.499730640036424
317,5,0.0991136995145865,0.153179741661013,0.390754647398211,0.356951911426189
317,6,0.161558322618263,0.110107064621877,0.255219851676213,0.473114761083647
317,7,0.113176284304754,0.10988791825244,0.513625729156616,0.263310068286189
317,8,0.101505825174518,0.324512186425054,0.235762975574219,0.33821901282621
317,9,0.533948413803675,0.0839462061067452,0.187835657781162,0.194269722308418
317,10,0.308089192677844,0.282762906064427,0.122621363814965,0.286526537442764
317,11,0.0952409856161332,0.110242156028972,0.593565237704009,0.200951620650885
317,12,0.378519059471706,0.0943399906858127,0.130148341940435,0.396992607902047
317,13,0.0676516716482927,0.421290166566428,0.197236113110707,0.313822048674573
317,14,0.249049854373649,0.101519860106054,0.241042759982281,0.408387525538016
317,15,0.184426876350724,0.288637714915498,0.164266870792449,0.362668537941329
317,16,0.38099794406976,0.0879078231375668,0.264432538760489,0.266661694032184
317,17,0.102030207940142,0.143429432985651,0.14987833584362,0.604662023230588
317,18,0.310766864516607,0.401981088028137,0.0731754523449287,0.214076595110327
317,19,0.476241697385827,0.110355988897469,0.0894937771496867,0.323908536567017
318,1,0.146923563229081,0.320374929356198,0.0843512418632134,0.448350265551508
318,2,0.0699758464823018,0.274361882309063,0.274118648048574,0.381543623160061
318,3,0.0974859842646941,0.263520571762355,0.0891786801557917,0.54981476381716
318,4,0.103773324781503,0.185066138068718,0.204844302721459,0.50631623442832
318,5,0.321271427497778,0.08587565775251,0.43292808661577,0.159924828133943
318,6,0.0783426274630212,0.0906701072823126,0.634635643289968,0.196351621964698
318,7,0.133387210193397,0.13293527280946,0.447932404457921,0.285745112539222
318,8,0.605854070668756,0.0514909451357483,0.140009033237877,0.202645950957619
318,9,0.0532678933405759,0.142690848260475,0.424242618000144,0.379798640398805
318,10,0.204427617366325,0.0768048659260375,0.214720955925196,0.504046560782442
318,11,0.185461770517545,0.110313979421627,0.211979814128087,0.492244435932742
318,12,0.181534097910934,0.105818646022195,0.456117781304205,0.256529474762666
318,13,0.305835043236848,0.102295054593891,0.407830601316959,0.184039300852301
318,14,0.119996699885805,0.163781151736244,0.151109209662588,0.565112938715363
318,15,0.0653782294067512,0.135337442404805,0.448318238572577,0.350966089615867
318,16,0.0779768924932889,0.0789450016991548,0.586823071932441,0.256255033875116
318,17,0.108279794892401,0.499322989695826,0.213048258314601,0.179348957097172
318,18,0.380934611566478,0.161573087354947,0.337904209239898,0.119588091838676
318,19,0.435290327807684,0.14320067271917,0.0974138478536694,0.324095151619477
330,1,0.179262871913693,0.280574792276712,0.174052137685085,0.36611019812451
330,2,0.082739966936539,0.198340819404842,0.125929858370281,0.592989355288338
330,3,0.161729380118064,0.0852255051489358,0.24924726459927,0.50379785013373
330,4,0.203309502737839,0.070300016011059,0.512052785882569,0.214337695368533
330,5,0.273842657783561,0.177944483693547,0.210210192057218,0.338002666465675
330,6,0.152803627971593,0.435769932085524,0.141705823719643,0.26972061622324
330,7,0.67645289869561,0.0590377303151883,0.086293673667535,0.178215697321666
330,8,0.242659451303366,0.22087549846706,0.135578372219449,0.400886678010125
330,9,0.360657983635693,0.113809006353935,0.139122987092191,0.386410022918182
330,10,0.177709325781214,0.393594059864576,0.159845482537465,0.268851131816744
